Epoch [D]           RV [km/s]            RV_err [km/s]           InstrumentID
514.42511380        14.64450248          0.02282757              0
514.66660410        14.41978348          0.01542905              0
515.49937850        13.94555646          0.01701012              0
515.65951960        13.83989342          0.03334823              0
516.39688790        13.68323842          0.02305717              0
516.40019630        13.66398265          0.03258838              0
516.65602680        13.52535107          0.01680159              0
516.65933650        13.51059503          0.01941036              0
516.66264090        13.52053368          0.02012353              0
516.66594670        13.52939113          0.01936799              0
516.66925590        13.51953438          0.01566026              0
516.67274300        13.52130077          0.02076832              0
516.72185990        13.46680281          0.01999760              0
516.72516260        13.47527826          0.01935087              0
516.72847590        13.49349716          0.01530728              0
516.73178740        13.46652316          0.01620102              0
516.73510360        13.45815204          0.01676139              0
516.73841690        13.45290944          0.01721386              0
519.64320700        12.43718454          0.01855536              0
520.39110950        12.26440735          0.02832919              0
521.37951640        12.07285452          0.03150823              0
521.39544460        11.93112960          0.02498006              0
521.62727450        11.86497249          0.01682515              0
521.73906450        11.79268027          0.01789127              0
522.39511240        11.89914681          0.02442051              0
522.52311340        11.70538952          0.02041909              0
522.62351400        11.71414313          0.01576840              0
522.66761950        11.62047045          0.01392779              0
522.67092610        11.60884397          0.01281367              0
522.67425230        11.65794403          0.01178689              0
522.67757770        11.64845700          0.01934040              0
522.68090740        11.68992104          0.01398487              0
522.68421980        11.64755858          0.01401372              0
523.38054690        11.76775252          0.02549067              0
523.39718390        11.62254436          0.02361753              0
523.50060620        11.58500694          0.02168103              0
523.63102560        11.45389923          0.03157310              0
523.66526390        11.53923332          0.01311354              0
523.66863430        11.51329774          0.01740338              0
523.67195160        11.49297766          0.01458058              0
523.67527540        11.52870271          0.01819024              0
523.67867050        11.55391090          0.01359211              0
523.68208950        11.55228168          0.02018468              0
524.38163640        11.56306859          0.02514562              0
524.38494190        11.50287290          0.02953113              0
524.38824580        11.55257510          0.01927222              0
524.39156280        11.47701842          0.02424132              0
524.39486460        11.46478284          0.03189378              0
524.39817120        11.49649377          0.02746669              0
524.46892270        11.54925158          0.02616738              0
524.57215920        11.37375213          0.02532416              0
524.63402070        11.33766213          0.02074944              0
524.66821650        11.45770465          0.01193101              0
525.36057080        11.51451206          0.02108730              0
525.38326150        11.45445016          0.02425671              0
525.39627990        11.45409326          0.02304962              0
525.57855810        11.43543574          0.03095810              0
525.62771880        11.38149081          0.01905780              0
526.36170990        11.41655603          0.02012570              0
526.39086480        11.37859896          0.02081831              0
526.55878550        11.38390103          0.02309163              0
526.62765600        11.43804995          0.01801993              0
527.37221720        11.48559268          0.01588932              0
527.49707000        11.31471514          0.02137071              0
527.61869170        11.23383012          0.01696563              0
527.71166140        11.33352529          0.01973911              0
528.38696990        11.49521813          0.01893232              0
528.48969650        11.25824558          0.01634158              0
528.60734180        11.36247080          0.01917636              0
528.64534010        11.19043035          0.01700445              0
529.37542570        11.55581897          0.02772401              0
529.49678170        11.36909258          0.01989861              0
529.59408840        11.36876439          0.02022659              0
530.49595430        11.50777189          0.01663121              0
530.59468170        11.55648345          0.01908574              0
530.63330700        11.69264852          0.01694182              0
531.59487250        11.69285345          0.01333229              0
531.63427000        11.68519446          0.01335841              0
532.37102390        11.90933158          0.02122793              0
532.48158070        11.77929900          0.02219935              0
532.59156960        11.76803516          0.01903999              0
533.37124160        12.07256406          0.03249736              0
533.48253410        12.06831710          0.02641325              0
533.58892420        12.07650904          0.02121778              0
534.60593470        12.29097469          0.02639759              0
534.64478370        12.28731758          0.03107020              0
534.64900780        12.30553112          0.02220160              0
537.48396460        12.66929958          0.02087884              0
537.59596740        12.60974989          0.02030315              0
538.45905980        12.82701226          0.02792531              0
538.59641790        12.79887432          0.02313161              0
539.36269630        13.15393802          0.02364333              0
539.55601180        13.02345758          0.02320386              0
540.47582490        13.39586097          0.01704827              0
540.56908620        13.45032907          0.02174550              0
541.47554620        13.75107516          0.01721812              0
541.56593330        13.75826028          0.01797099              0
542.35560580        13.97194600          0.01676769              0
542.46063140        13.78591457          0.02637650              0
542.57041090        13.76218522          0.02564361              0
543.42002310        14.17661019          0.02074610              0
543.57647540        13.99119323          0.02201101              0
543.60967490        14.00159835          0.02614751              0
544.42021130        14.40404463          0.02002401              0
546.46042320        14.99128158          0.01451316              0
547.46491210        15.43123932          0.01610981              0
548.45494430        15.54342338          0.02082545              0
549.46103850        15.82010097          0.01649769              0
550.41660640        16.17856736          0.02184111              0
552.45516210        16.76681159          0.01645798              0
555.45014750        17.62830949          0.02132848              0
555.53361650        17.62601909          0.01646197              0
555.56562490        17.59538214          0.01699524              0
556.46031010        17.84672824          0.01159976              0
556.53016520        17.95870306          0.02240401              0
557.44722740        18.13980558          0.01486695              0
557.52319580        18.14425884          0.01909850              0
557.55480850        18.19167712          0.01874346              0
558.40852040        18.37326542          0.01640280              0
558.52348330        18.39726249          0.01428196              0
559.44775180        18.69141031          0.02195380              0
560.52681220        18.92046001          0.01435257              0
561.44073560        19.18773294          0.01507872              0
561.52044220        19.31035777          0.02279744              0
563.43935230        19.80820400          0.02093739              0
563.51525700        19.88345794          0.01700952              0
564.50649250        20.10739926          0.01645748              0
567.50400100        20.83049739          0.01155481              0
568.43041900        21.17985671          0.02211072              0
568.50454150        21.17498372          0.01762311              0
569.40559340        21.52013928          0.02379840              0
569.51327580        21.54278616          0.02291047              0
570.40961700        21.69434116          0.01905737              0
570.50264500        21.70433955          0.02168912              0
571.50818230        21.84759642          0.01511832              0
572.48884220        22.11722823          0.01541776              0
573.48729520        22.28021897          0.01660925              0
574.48759170        22.62327255          0.01604111              0
575.47116120        22.81894468          0.02050416              0
576.46800350        23.07339652          0.01164074              0
577.46091930        23.45854029          0.01556215              0
577.51774450        23.47921131          0.01671729              0
578.47455160        23.55783529          0.02097950              0
579.70628980        24.06140110          0.01946780              0
580.74430380        24.35003542          0.02590410              0
581.70931440        24.62117065          0.02151600              0
582.69722500        24.83330784          0.02704837              0
583.69406470        25.06624884          0.01521854              0
584.69136960        25.19281903          0.01799233              0
585.70169490        25.50992384          0.02252535              0
586.72122600        25.69849978          0.01711303              0
587.71361580        25.95235587          0.01464733              0
588.71332690        26.20026552          0.02659919              0
592.71926120        27.23990810          0.02619456              0
593.72134990        27.36888845          0.01867691              0
594.72375310        27.63180359          0.02241267              0
595.61982560        27.71295285          0.03142405              0
597.62970000        28.15555937          0.01474986              0
598.62959060        28.31638252          0.02471717              0
599.63064220        28.58130750          0.02469715              0
601.61987430        29.01364919          0.02464006              0
635.66990990        35.21516013          0.03642455              0
636.64733720        35.30304074          0.05884421              0
637.40974370        35.38515979          0.02633980              0
637.63800770        35.46212742          0.02331468              0
638.38059220        35.57386345          0.02180671              0
638.64093670        35.64013535          0.02729428              0
639.39629630        35.63364377          0.01579757              0
639.64070770        35.74318676          0.03611507              0
640.40630260        35.90130064          0.01429158              0
640.64141960        35.99963100          0.03989683              0
641.37348290        36.13719497          0.01766728              0
641.64218150        36.16947358          0.03273645              0
642.64197920        36.27826334          0.03399549              0
644.64088430        36.55034813          0.03476236              0
645.61356320        36.70865081          0.02241499              0
646.36911380        36.77840958          0.01685823              0
646.37361170        36.74237862          0.01546754              0
647.36934950        36.93138126          0.01581070              0
647.37374480        36.92436436          0.01826288              0
648.37424740        37.20197219          0.02623333              0
649.36153810        37.18904013          0.02336460              0
651.39892060        37.53041750          0.01724871              0
653.37410160        37.45271619          0.02831577              0
654.37738880        37.67663321          0.02492959              0
654.38548420        37.76896686          0.02454403              0
656.32483060        38.08662365          0.02612162              0
658.32415070        38.33302171          0.03368309              0
658.36672630        38.44941058          0.01704856              0
658.37118830        38.30021906          0.02473482              0
658.37559830        38.50627578          0.01289182              0
658.38112840        38.60267119          0.01686741              0
659.32233100        38.74409301          0.01484191              0
659.36767980        38.79301219          0.01716475              0
659.37376740        38.77855932          0.02020504              0
660.32203230        38.92856300          0.01886080              0
661.34241470        39.08897835          0.01773992              0
661.36637790        39.06798848          0.01764295              0
661.37080670        39.10359987          0.02054381              0
661.59329040        39.19986597          0.03518319              0
662.55950050        39.31284194          0.03173132              0
663.30805490        39.43029713          0.01526634              0
664.30736120        39.47935097          0.01582665              0
665.34537290        39.59629648          0.03487625              0
666.37264180        39.83477616          0.02007133              0
667.30528450        40.06002235          0.01752320              0
668.32033080        40.13424656          0.02016837              0
672.37257790        40.34093568          0.01853626              0
672.40757690        40.34688306          0.02302764              0
672.43660560        40.36940216          0.02909519              0
683.38519540        42.10152182          0.02276882              0
694.30821200        43.25479503          0.01896436              0
701.28226690        44.24801999          0.01958089              0
701.39153480        44.20155781          0.02864646              0
702.30126720        44.25576870          0.01933399              0
702.39021060        44.16373836          0.01890410              0
703.30076810        44.25807884          0.01807412              0
705.29981840        44.49455284          0.02063062              0
708.29872080        44.72639781          0.02589744              0
709.30525670        44.85942448          0.01619354              0
711.41381190        44.98487220          0.03048580              0
711.41972840        45.00575777          0.02745596              0
711.42349430        45.06669200          0.02891001              0
711.42736480        44.95382804          0.03239116              0
711.43126740        45.17365171          0.02626013              0
711.43558140        45.13878416          0.02330004              0
711.43987310        45.02953855          0.04232987              0
711.44348950        44.99235845          0.03369480              0
711.44834790        45.12825405          0.03366886              0
717.37147260        45.46046710          0.02861795              0
717.37715330        45.61711826          0.02327693              0
717.38328620        45.57642000          0.02147741              0
717.39817040        45.58747006          0.02277252              0
717.40301770        45.58768190          0.02617036              0
726.79220590        46.04077308          0.02113336              0
726.79615620        46.01954416          0.02196966              0
726.79984940        45.92324354          0.01409835              0
727.80073480        46.15539123          0.04000219              0
728.80056190        46.28155525          0.03319912              0
732.80482810        46.20507614          0.01804357              0
737.72393050        46.15537568          0.02264354              0
738.72518630        46.10267597          0.02905631              0
757.81326360        43.06325058          0.02309025              0
763.72011710        40.70666713          0.03592550              0
763.72351070        40.64508971          0.01829565              0
764.72216370        40.11117000          0.02043022              0
764.72554200        40.13062486          0.02174445              0
769.77284980        37.01962630          0.02537442              0
770.72138550        36.33531669          0.02323691              0
770.81270020        36.14544582          0.01801022              0
779.71952580        28.31612094          0.02081811              0
779.81185880        28.13538719          0.01467648              0
780.73588940        27.09872574          0.01641867              0
780.80239500        27.30368125          0.02037107              0
780.80587920        26.98011889          0.02601325              0
780.80957670        26.91458737          0.02598747              0
781.76378760        26.19962600          0.02302430              0
782.72051060        25.30550881          0.02153426              0
783.71964050        24.14938788          0.01912977              0
787.72852610        20.36736642          0.01989955              0
788.71960200        19.47174181          0.02075834              0
789.72019680        18.48747075          0.02224193              0
791.73276540        17.02661064          0.01606022              0
792.73199240        16.07238181          0.02528623              0
820.54642380        13.71598977          0.03892600              0
822.60824370        14.05518060          0.01745152              0
823.59380760        14.33760739          0.02562361              0
824.59641960        14.57636366          0.01686877              0
842.77160880        19.42912727          0.01751640              0
853.64234890        22.41792314          0.03277743              0
855.73712300        22.87286194          0.03322355              0
860.74497110        24.05409885          0.01738292              0
863.72025140        24.74588828          0.01594862              0
863.74896280        24.72845300          0.01851186              0
995.46406350        45.38558139          0.02556784              0
1003.53591370       45.96597910          0.01545826              0
1091.79849800       11.83395839          0.02212458              0
1096.79959730       12.54540471          0.03030220              0
1101.78693150       13.73522045          0.02767842              0
1106.75588460       14.99410790          0.02611369              0
1110.74966960       16.03043511          0.02627489              0
1114.72740110       17.12233706          0.02304464              0
1121.71578010       19.11782731          0.02243822              0
1128.76825780       21.26063841          0.02603216              0
1131.68104290       21.89215330          0.02001556              0
1144.65407560       25.02911674          0.02647823              0
1213.51630020       37.62932004          0.02499534              0
1226.43634110       39.60588558          0.03486489              0
1233.40152170       40.61027268          0.02416385              0
1239.40603180       41.13473710          0.02375629              0
1242.39308520       41.76417078          0.02625167              0
1246.65381980       42.39026603          0.01598525              0
1259.60888470       43.74254345          0.02362789              0
1263.59053410       43.92674861          0.02530666              0
1267.60297120       44.48265123          0.02249047              0
1271.71219510       44.82944566          0.02760948              0
1277.73641800       45.36343457          0.06145716              0
1284.63746390       45.81708839          0.02620677              0
1289.62878430       46.06436605          0.01931945              0
1293.66913540       46.18425674          0.01998520              0
1299.65334740       46.12090400          0.02190627              0
1302.65313150       45.92280258          0.02255764              0
1306.63503480       45.50310058          0.02787052              0
1312.61886230       44.70604706          0.02012432              0
1317.60466330       43.31584475          0.02431901              0
1321.59297990       42.05340687          0.02234811              0
1324.56419630       40.73226755          0.02056146              0
1340.41153080       28.74992113          0.01949949              0
1346.71349960       22.49406155          0.03744458              0
1353.38447950       16.55697908          0.03679026              0
1357.35957750       14.12222043          0.02192805              0
1360.68429600       12.57322887          0.02943753              0
1366.62738080       11.35965776          0.05424309              0
1373.48752670       11.67976434          0.01697743              0
1380.41161570       13.16824768          0.02664329              0
1383.50317550       13.69632439          0.02844495              0
1386.52504920       14.72171177          0.03589603              0
1390.38507820       15.55558368          0.02618738              0
1393.30812160       16.59059726          0.02491094              0
1403.37786580       19.33872702          0.03038410              0
1406.40725130       20.32437761          0.01997355              0
1409.29639980       20.89997870          0.02087243              0
1415.34187660       22.52508200          0.02700080              0
1423.37747200       24.48842907          0.02513871              0
1426.31713130       25.18234910          0.01983898              0
1430.36825200       26.00486148          0.02076281              0
1433.28158350       26.70578752          0.02942849              0
1443.35737620       28.82705174          0.03099224              0
1479.35422780       35.33892606          0.02575045              0
1482.29906700       35.83814498          0.03167192              0
1487.28969820       36.55689626          0.02415353              0
1493.29256420       37.59390158          0.02685411              0
1496.79293760       38.18661406          0.02007234              0
1758.34043660       35.31417022          0.03857264              0
1759.34822850       35.44853019          0.03070219              0
1761.33649980       35.86622315          0.02002622              0
1762.34901050       36.00932142          0.03156582              0
1763.40458460       36.10917848          0.02228823              0
1764.33257450       36.10349019          0.02590685              0
1765.43859430       36.35272303          0.02300587              0
1766.46943750       36.48271170          0.03193220              0
1769.42248660       36.95498024          0.01740379              0
1771.37214530       37.27372261          0.01718971              0
1772.45513560       37.38721129          0.02768277              0
1775.31076340       37.88345345          0.02287433              0
1780.39800520       38.50147226          0.02523962              0
1781.43463370       38.60189058          0.03166731              0
1806.78814570       42.13013034          0.03654960              0
1838.72791540       45.33615749          0.02365245              0
1847.71562140       45.88924996          0.02977145              0
1848.72182740       45.98909835          0.03628418              0
1852.80930350       46.08768453          0.01635117              0
1853.74034090       46.05759391          0.02868027              0
1854.67805960       46.16850787          0.03669819              0
1859.69950430       46.05649103          0.03199278              0
1860.71543430       46.02022859          0.03692029              0
1865.68316160       45.71576710          0.03574665              0
1866.69016920       45.60962023          0.02039829              0
1867.70756740       45.52087219          0.02875491              0
1874.67890110       44.40266387          0.03755832              0
1875.73051520       44.14903274          0.02226905              0
1880.78726460       42.61716589          0.02279861              0
1881.73193910       42.33131535          0.02548215              0
1886.63094060       40.18470267          0.03432903              0
1887.74345640       39.51761713          0.03108044              0
1889.76679310       38.23553648          0.03332887              0
1891.70200110       37.04548582          0.03444238              0
1901.67562040       28.47403687          0.03161285              0
1912.65033940       17.75740945          0.02467940              0
1914.63783990       16.26889190          0.03437066              0
1923.62498340       12.13556835          0.03649066              0
1965.56809960       19.72705606          0.02652498              0
1970.72380580       20.80456813          0.04502546              0
1986.59511550       24.93199295          0.02514945              0
2000.58538580       28.16393874          0.02560811              0
2039.63303370       35.27940319          0.03189276              0
2042.56265050       35.79254916          0.02541389              0
2043.53949920       35.87187329          0.03069439              0
2046.45255510       36.32116942          0.02979882              0
2051.47144090       37.14842545          0.02219412              0
2079.35408740       41.09485903          0.02427412              0
2352.46980010       39.98971632          0.02166494              0
2354.61741510       40.34353710          0.02326994              0
2360.61685360       40.88575927          0.02282550              0
2361.62897240       41.01679461          0.02992554              0
2364.67957790       41.59730558          0.03143337              0
2370.59588930       42.13634829          0.03127350              0
2377.57721840       43.01193246          0.01921138              0
2385.52871950       43.89985410          0.03107687              0
2389.54128920       44.23987290          0.03528293              0
2391.53693620       44.42540994          0.03545240              0
2394.52883640       44.74147016          0.03542258              0
2430.43244260       45.16280165          0.02414789              0
2432.61102410       44.78945916          0.03444034              0
2436.39057010       44.09502571          0.03072461              0
2437.40558750       43.84059652          0.03629348              0
2438.39349310       43.50711016          0.03636559              0
2447.53545760       40.12215161          0.02328989              0
2448.55653640       39.35844197          0.03717407              0
2554.30546550       26.57555213          0.05074279              0
2557.33216510       27.29180223          0.03171491              0
2624.77967670       38.61315247          0.02910647              0
2625.78968440       39.04790058          0.02347113              0
2641.77947070       41.18956266          0.02643197              0
2646.65928020       41.80803400          0.01915654              0
2659.69833870       43.20735197          0.02756768              0
2663.56543220       43.83404768          0.03128030              0
2706.38178560       45.77208187          0.04293883              0
2718.38953230       43.96210429          0.02728005              0
2726.61668750       41.01976611          0.02549981              0
2727.61291060       40.39753016          0.03095739              0
2734.52405340       36.09179538          0.02891588              0
2773.53404750       11.51783403          0.02621238              0
2778.61281260       12.08686077          0.03589802              0
2789.41364850       14.67366106          0.02983364              0
2791.37229130       15.22875594          0.02916045              0
2806.52540030       19.10670515          0.02830420              0
2828.65189100       25.07685929          0.04733151              0
2960.79628610       45.38245226          0.02073890              0
